,Domestic,LDN-NY,US,Non US
ccy_0,0.0,0.0,0.0,0.6087341898333847
ccy_1,0.0,0.0,0.0,0.38981527069118993
ccy_2,0.0,0.0,0.0,0.6701456228368388
ccy_3,0.0,0.0,0.0,0.14460695988378408
ccy_4,0.0,1.9543316624565515e-289,0.0,0.4406314510979725
ccy_5,0.0,0.0,0.0,0.49229748392881145
ccy_6,0.0,0.0,0.0,0.785122205237494
ccy_7,0.0,0.0,0.0,0.9202426232313792
ccy_8,0.0,3.8106073660853734e-22,0.0,0.8525107475047182
ccy_9,0.0,0.0,0.0,0.5312967260550469
